### CROSS VALIDATION GLOBAL RESULTS ###

DATE                | ITERATIONS | RECORDS | TP    | TN    | FP    | FN    | ACCU. | SPEC. | SENS. | PREC. | GMEAN | AUC   | F1    | MCC    |
2015-01-10 20:34:55 | 10         | 1640    | 41.400 | 40.500 | 42.900 | 39.200 | 0.499 | 0.484 | 0.513 | 0.000 | 0.497 | 0.757 | 0.501 | -0.003 | 
2015-01-10 20:36:01 | 10         | 1640    | 40.400 | 40.100 | 41.800 | 41.700 | 0.491 | 0.490 | 0.494 | 0.000 | 0.490 | 0.747 | 0.491 | -0.015 | 
2015-01-10 20:36:52 | 10         | 1640    | 41.000 | 42.200 | 40.000 | 40.800 | 0.507 | 0.514 | 0.500 | 0.000 | 0.506 | 0.750 | 0.502 | +0.013 | 
2015-01-10 20:37:39 | 10         | 1640    | 41.900 | 40.900 | 38.800 | 42.400 | 0.505 | 0.512 | 0.497 | 0.000 | 0.503 | 0.749 | 0.507 | +0.009 | 
2015-01-10 20:38:34 | 10         | 1640    | 42.600 | 40.900 | 38.500 | 42.000 | 0.509 | 0.515 | 0.503 | 0.000 | 0.508 | 0.752 | 0.513 | +0.018 | 
2015-01-10 21:00:40 | 10         | 1640    | 40.400 | 40.400 | 39.300 | 43.900 | 0.493 | 0.506 | 0.479 | 0.000 | 0.491 | 0.740 | 0.492 | -0.014 | 
2015-01-10 21:01:16 | 10         | 1640    | 44.300 | 39.000 | 39.900 | 40.800 | 0.508 | 0.494 | 0.522 | 0.000 | 0.507 | 0.761 | 0.523 | +0.017 | 
2015-01-10 21:06:47 | 10         | 1640    | 41.000 | 40.000 | 40.900 | 42.100 | 0.494 | 0.494 | 0.493 | 0.000 | 0.492 | 0.746 | 0.494 | -0.013 | 
2015-01-10 21:07:15 | 10         | 1640    | 40.400 | 43.300 | 37.000 | 43.300 | 0.510 | 0.540 | 0.481 | 0.000 | 0.509 | 0.741 | 0.500 | +0.022 | 
2015-01-10 21:15:02 | 10         | 1640    | 39.500 | 41.000 | 39.000 | 44.500 | 0.491 | 0.514 | 0.469 | 0.000 | 0.490 | 0.735 | 0.486 | -0.017 | 
2015-01-10 21:16:18 | 10         | 1640    | 44.600 | 42.400 | 37.500 | 39.500 | 0.530 | 0.531 | 0.530 | 0.000 | 0.529 | 0.765 | 0.535 | +0.060 | 
2015-01-10 21:17:08 | 10         | 1640    | 38.800 | 45.000 | 42.200 | 38.000 | 0.511 | 0.517 | 0.506 | 0.000 | 0.510 | 0.753 | 0.491 | +0.023 | 
2015-01-10 21:19:28 | 10         | 1640    | 42.300 | 40.100 | 37.600 | 44.000 | 0.502 | 0.514 | 0.490 | 0.000 | 0.500 | 0.745 | 0.508 | +0.004 | 
2015-01-10 21:20:51 | 10         | 1640    | 39.500 | 41.000 | 41.900 | 41.600 | 0.491 | 0.495 | 0.487 | 0.000 | 0.490 | 0.743 | 0.485 | -0.018 | 
2015-01-10 21:22:53 | 10         | 1640    | 40.000 | 39.100 | 41.600 | 43.300 | 0.482 | 0.485 | 0.479 | 0.000 | 0.481 | 0.740 | 0.483 | -0.036 | 
2015-01-10 21:24:28 | 10         | 1640    | 41.000 | 42.400 | 38.500 | 42.100 | 0.509 | 0.524 | 0.492 | 0.000 | 0.505 | 0.746 | 0.500 | +0.016 | 
2015-01-10 21:24:55 | 10         | 1640    | 38.300 | 43.000 | 42.900 | 39.800 | 0.496 | 0.500 | 0.489 | 0.000 | 0.492 | 0.745 | 0.478 | -0.011 | 
2015-01-10 21:25:46 | 10         | 1640    | 40.100 | 40.700 | 39.300 | 43.900 | 0.493 | 0.510 | 0.478 | 0.000 | 0.492 | 0.739 | 0.490 | -0.013 | 
2015-01-10 21:26:17 | 10         | 1640    | 44.300 | 38.800 | 41.500 | 39.400 | 0.507 | 0.486 | 0.529 | 0.000 | 0.505 | 0.765 | 0.521 | +0.015 | 
2015-01-10 22:06:37 | 10         | 1640    | 38.000 | 41.800 | 42.200 | 42.000 | 0.487 | 0.499 | 0.476 | 0.000 | 0.486 | 0.738 | 0.473 | -0.025 | 
2015-01-10 22:07:22 | 10         | 1640    | 41.300 | 40.000 | 42.300 | 40.400 | 0.496 | 0.484 | 0.508 | 0.000 | 0.494 | 0.754 | 0.500 | -0.008 | 
2015-01-10 22:18:24 | 10         | 1640    | 42.100 | 39.500 | 43.000 | 39.400 | 0.498 | 0.479 | 0.516 | 0.000 | 0.496 | 0.758 | 0.504 | -0.005 | 
2015-01-10 22:19:21 | 10         | 1640    | 41.300 | 42.300 | 41.600 | 38.800 | 0.510 | 0.504 | 0.514 | 0.000 | 0.505 | 0.757 | 0.504 | +0.018 | 
2015-01-10 22:19:33 | 10         | 1640    | 40.600 | 40.400 | 41.500 | 41.500 | 0.494 | 0.493 | 0.494 | 0.000 | 0.492 | 0.747 | 0.494 | -0.013 | 
2015-01-10 22:46:00 | 10         | 1640    | 39.800 | 39.500 | 39.600 | 45.100 | 0.484 | 0.502 | 0.468 | 0.000 | 0.483 | 0.734 | 0.483 | -0.031 | 
